IH,IW,IC,OC,PH,PW,KH,KW,SH,SW,OH,OW,T
88,88,16,8,0,0,1,1,1,1,8,88,57
88,88,16,8,0,0,1,1,1,1,17,88,120
88,88,16,8,0,0,1,1,1,1,26,88,184
88,88,16,8,0,0,1,1,1,1,35,88,248
88,88,16,8,0,0,1,1,1,1,44,88,312
88,88,16,8,0,0,1,1,1,1,52,88,368
88,88,16,8,0,0,1,1,1,1,61,88,433
88,88,16,8,0,0,1,1,1,1,70,88,496
88,88,16,8,0,0,1,1,1,1,79,88,560
88,88,16,8,0,0,1,1,1,1,88,88,624
88,88,8,24,0,0,1,1,1,1,8,88,98
88,88,8,24,0,0,1,1,1,1,17,88,209
88,88,8,24,0,0,1,1,1,1,26,88,320
88,88,8,24,0,0,1,1,1,1,35,88,430
88,88,8,24,0,0,1,1,1,1,44,88,542
88,88,8,24,0,0,1,1,1,1,52,88,639
88,88,8,24,0,0,1,1,1,1,61,88,750
88,88,8,24,0,0,1,1,1,1,70,88,861
88,88,8,24,0,0,1,1,1,1,79,88,972
88,88,8,24,0,0,1,1,1,1,88,88,1082
44,44,24,16,0,0,1,1,1,1,4,44,32
44,44,24,16,0,0,1,1,1,1,8,44,64
44,44,24,16,0,0,1,1,1,1,13,44,104
44,44,24,16,0,0,1,1,1,1,17,44,137
44,44,24,16,0,0,1,1,1,1,22,44,178
44,44,24,16,0,0,1,1,1,1,26,44,210
44,44,24,16,0,0,1,1,1,1,30,44,242
44,44,24,16,0,0,1,1,1,1,35,44,283
44,44,24,16,0,0,1,1,1,1,39,44,315
44,44,24,16,0,0,1,1,1,1,44,44,355
44,44,16,48,0,0,1,1,1,1,4,44,67
44,44,16,48,0,0,1,1,1,1,8,44,135
44,44,16,48,0,0,1,1,1,1,13,44,218
44,44,16,48,0,0,1,1,1,1,17,44,286
44,44,16,48,0,0,1,1,1,1,22,44,370
44,44,16,48,0,0,1,1,1,1,26,44,437
44,44,16,48,0,0,1,1,1,1,30,44,504
44,44,16,48,0,0,1,1,1,1,35,44,589
44,44,16,48,0,0,1,1,1,1,39,44,655
44,44,16,48,0,0,1,1,1,1,44,44,740
44,44,48,16,0,0,1,1,1,1,4,44,54
44,44,48,16,0,0,1,1,1,1,8,44,110
44,44,48,16,0,0,1,1,1,1,13,44,178
44,44,48,16,0,0,1,1,1,1,17,44,233
44,44,48,16,0,0,1,1,1,1,22,44,302
