IH,IW,IC,OC,PH,PW,KH,KW,SH,SW,OH,OW,T
72,72,16,8,0,0,1,1,1,1,7,72,41
72,72,16,8,0,0,1,1,1,1,14,72,81
72,72,16,8,0,0,1,1,1,1,21,72,121
72,72,16,8,0,0,1,1,1,1,28,72,163
72,72,16,8,0,0,1,1,1,1,36,72,209
72,72,16,8,0,0,1,1,1,1,43,72,249
72,72,16,8,0,0,1,1,1,1,50,72,290
72,72,16,8,0,0,1,1,1,1,57,72,331
72,72,16,8,0,0,1,1,1,1,64,72,371
72,72,16,8,0,0,1,1,1,1,72,72,418
72,72,8,48,0,0,1,1,1,1,7,72,132
72,72,8,48,0,0,1,1,1,1,14,72,265
72,72,8,48,0,0,1,1,1,1,21,72,398
72,72,8,48,0,0,1,1,1,1,28,72,529
72,72,8,48,0,0,1,1,1,1,36,72,681
72,72,8,48,0,0,1,1,1,1,43,72,814
72,72,8,48,0,0,1,1,1,1,50,72,945
72,72,8,48,0,0,1,1,1,1,57,72,1078
72,72,8,48,0,0,1,1,1,1,64,72,1210
72,72,8,48,0,0,1,1,1,1,72,72,1362
36,36,48,8,0,0,1,1,1,1,3,36,19
36,36,48,8,0,0,1,1,1,1,7,36,43
36,36,48,8,0,0,1,1,1,1,10,36,61
36,36,48,8,0,0,1,1,1,1,14,36,87
36,36,48,8,0,0,1,1,1,1,18,36,111
36,36,48,8,0,0,1,1,1,1,21,36,130
36,36,48,8,0,0,1,1,1,1,25,36,155
36,36,48,8,0,0,1,1,1,1,28,36,173
36,36,48,8,0,0,1,1,1,1,32,36,199
36,36,48,8,0,0,1,1,1,1,36,36,223
36,36,8,48,0,0,1,1,1,1,3,36,28
36,36,8,48,0,0,1,1,1,1,7,36,66
36,36,8,48,0,0,1,1,1,1,10,36,95
36,36,8,48,0,0,1,1,1,1,14,36,132
36,36,8,48,0,0,1,1,1,1,18,36,171
36,36,8,48,0,0,1,1,1,1,21,36,198
36,36,8,48,0,0,1,1,1,1,25,36,236
36,36,8,48,0,0,1,1,1,1,28,36,265
36,36,8,48,0,0,1,1,1,1,32,36,303
36,36,8,48,0,0,1,1,1,1,36,36,340
18,18,48,16,0,0,1,1,1,1,1,18,5
18,18,48,16,0,0,1,1,1,1,3,18,17
18,18,48,16,0,0,1,1,1,1,5,18,28
18,18,48,16,0,0,1,1,1,1,7,18,39
18,18,48,16,0,0,1,1,1,1,9,18,50
18,18,48,16,0,0,1,1,1,1,10,18,56
18,18,48,16,0,0,1,1,1,1,12,18,67
18,18,48,16,0,0,1,1,1,1,14,18,78
18,18,48,16,0,0,1,1,1,1,16,18,90
18,18,48,16,0,0,1,1,1,1,18,18,101
18,18,16,96,0,0,1,1,1,1,1,18,13
18,18,16,96,0,0,1,1,1,1,3,18,41
18,18,16,96,0,0,1,1,1,1,5,18,66
18,18,16,96,0,0,1,1,1,1,7,18,94
18,18,16,96,0,0,1,1,1,1,9,18,120
18,18,16,96,0,0,1,1,1,1,10,18,133
18,18,16,96,0,0,1,1,1,1,12,18,160
18,18,16,96,0,0,1,1,1,1,14,18,188
18,18,16,96,0,0,1,1,1,1,16,18,214
18,18,16,96,0,0,1,1,1,1,18,18,241
18,18,96,16,0,0,1,1,1,1,1,18,10
18,18,96,16,0,0,1,1,1,1,3,18,30
18,18,96,16,0,0,1,1,1,1,5,18,51
18,18,96,16,0,0,1,1,1,1,7,18,71
18,18,96,16,0,0,1,1,1,1,9,18,91
18,18,96,16,0,0,1,1,1,1,10,18,102
18,18,96,16,0,0,1,1,1,1,12,18,123
18,18,96,16,0,0,1,1,1,1,14,18,143
18,18,96,16,0,0,1,1,1,1,16,18,164
18,18,96,16,0,0,1,1,1,1,18,18,184
9,9,96,24,0,0,1,1,1,1,0,9,0
9,9,96,24,0,0,1,1,1,1,1,9,8
9,9,96,24,0,0,1,1,1,1,2,9,15
9,9,96,24,0,0,1,1,1,1,3,9,23
9,9,96,24,0,0,1,1,1,1,4,9,30
9,9,96,24,0,0,1,1,1,1,5,9,37
9,9,96,24,0,0,1,1,1,1,6,9,44
9,9,96,24,0,0,1,1,1,1,7,9,53
9,9,96,24,0,0,1,1,1,1,8,9,60
9,9,96,24,0,0,1,1,1,1,9,9,67
9,9,24,144,0,0,1,1,1,1,0,9,0
9,9,24,144,0,0,1,1,1,1,1,9,14
9,9,24,144,0,0,1,1,1,1,2,9,26
9,9,24,144,0,0,1,1,1,1,3,9,41
9,9,24,144,0,0,1,1,1,1,4,9,52
9,9,24,144,0,0,1,1,1,1,5,9,67
9,9,24,144,0,0,1,1,1,1,6,9,79
9,9,24,144,0,0,1,1,1,1,7,9,93
9,9,24,144,0,0,1,1,1,1,8,9,105
9,9,24,144,0,0,1,1,1,1,9,9,119
9,9,144,24,0,0,1,1,1,1,0,9,0
9,9,144,24,0,0,1,1,1,1,1,9,12
9,9,144,24,0,0,1,1,1,1,2,9,21
9,9,144,24,0,0,1,1,1,1,3,9,33
9,9,144,24,0,0,1,1,1,1,4,9,43
9,9,144,24,0,0,1,1,1,1,5,9,54
9,9,144,24,0,0,1,1,1,1,6,9,65
9,9,144,24,0,0,1,1,1,1,7,9,76
9,9,144,24,0,0,1,1,1,1,8,9,86
9,9,144,24,0,0,1,1,1,1,9,9,97
9,9,144,32,0,0,1,1,1,1,0,9,0
9,9,144,32,0,0,1,1,1,1,1,9,15
9,9,144,32,0,0,1,1,1,1,2,9,28
9,9,144,32,0,0,1,1,1,1,3,9,44
9,9,144,32,0,0,1,1,1,1,4,9,57
9,9,144,32,0,0,1,1,1,1,5,9,72
9,9,144,32,0,0,1,1,1,1,6,9,84
9,9,144,32,0,0,1,1,1,1,7,9,100
9,9,144,32,0,0,1,1,1,1,8,9,114
9,9,144,32,0,0,1,1,1,1,9,9,128
9,9,32,192,0,0,1,1,1,1,0,9,0
9,9,32,192,0,0,1,1,1,1,1,9,24
9,9,32,192,0,0,1,1,1,1,2,9,44
9,9,32,192,0,0,1,1,1,1,3,9,67
9,9,32,192,0,0,1,1,1,1,4,9,87
9,9,32,192,0,0,1,1,1,1,5,9,110
9,9,32,192,0,0,1,1,1,1,6,9,131
9,9,32,192,0,0,1,1,1,1,7,9,154
9,9,32,192,0,0,1,1,1,1,8,9,175
9,9,32,192,0,0,1,1,1,1,9,9,198
9,9,192,32,0,0,1,1,1,1,0,9,0
9,9,192,32,0,0,1,1,1,1,1,9,20
9,9,192,32,0,0,1,1,1,1,2,9,37
9,9,192,32,0,0,1,1,1,1,3,9,57
9,9,192,32,0,0,1,1,1,1,4,9,74
9,9,192,32,0,0,1,1,1,1,5,9,94
9,9,192,32,0,0,1,1,1,1,6,9,112
9,9,192,32,0,0,1,1,1,1,7,9,132
9,9,192,32,0,0,1,1,1,1,8,9,149
9,9,192,32,0,0,1,1,1,1,9,9,169
5,5,192,56,0,0,1,1,1,1,0,5,0
5,5,192,56,0,0,1,1,1,1,1,5,20
5,5,192,56,0,0,1,1,1,1,1,5,20
5,5,192,56,0,0,1,1,1,1,2,5,35
5,5,192,56,0,0,1,1,1,1,2,5,36
5,5,192,56,0,0,1,1,1,1,3,5,55
5,5,192,56,0,0,1,1,1,1,3,5,56
5,5,192,56,0,0,1,1,1,1,4,5,71
5,5,192,56,0,0,1,1,1,1,4,5,71
5,5,192,56,0,0,1,1,1,1,5,5,92
5,5,56,336,0,0,1,1,1,1,0,5,0
5,5,56,336,0,0,1,1,1,1,1,5,39
5,5,56,336,0,0,1,1,1,1,1,5,40
5,5,56,336,0,0,1,1,1,1,2,5,69
5,5,56,336,0,0,1,1,1,1,2,5,69
5,5,56,336,0,0,1,1,1,1,3,5,108
5,5,56,336,0,0,1,1,1,1,3,5,108
5,5,56,336,0,0,1,1,1,1,4,5,138
5,5,56,336,0,0,1,1,1,1,4,5,138
5,5,56,336,0,0,1,1,1,1,5,5,176
5,5,336,56,0,0,1,1,1,1,0,5,0
5,5,336,56,0,0,1,1,1,1,1,5,36
5,5,336,56,0,0,1,1,1,1,1,5,36
5,5,336,56,0,0,1,1,1,1,2,5,63
5,5,336,56,0,0,1,1,1,1,2,5,63
5,5,336,56,0,0,1,1,1,1,3,5,99
