IH,IW,IC,OC,PH,PW,KH,KW,SH,SW,OH,OW,T
32,32,32,32,0,0,2,2,2,2,1,16,13
32,32,32,32,0,0,2,2,2,2,3,16,36
32,32,32,32,0,0,2,2,2,2,4,16,48
32,32,32,32,0,0,2,2,2,2,6,16,72
32,32,32,32,0,0,2,2,2,2,8,16,97
32,32,32,32,0,0,2,2,2,2,9,16,108
32,32,32,32,0,0,2,2,2,2,11,16,132
32,32,32,32,0,0,2,2,2,2,12,16,145
32,32,32,32,0,0,2,2,2,2,14,16,168
32,32,32,32,0,0,2,2,2,2,16,16,193
16,16,32,32,0,0,2,2,2,2,0,8,0
16,16,32,32,0,0,2,2,2,2,1,8,6
16,16,32,32,0,0,2,2,2,2,2,8,13
16,16,32,32,0,0,2,2,2,2,3,8,18
16,16,32,32,0,0,2,2,2,2,4,8,24
16,16,32,32,0,0,2,2,2,2,4,8,25
16,16,32,32,0,0,2,2,2,2,5,8,30
16,16,32,32,0,0,2,2,2,2,6,8,37
16,16,32,32,0,0,2,2,2,2,7,8,43
16,16,32,32,0,0,2,2,2,2,8,8,48
8,8,64,64,0,0,2,2,2,2,0,4,0
8,8,64,64,0,0,2,2,2,2,1,4,7
8,8,64,64,0,0,2,2,2,2,1,4,6
8,8,64,64,0,0,2,2,2,2,2,4,13
8,8,64,64,0,0,2,2,2,2,2,4,12
8,8,64,64,0,0,2,2,2,2,2,4,13
8,8,64,64,0,0,2,2,2,2,3,4,19
8,8,64,64,0,0,2,2,2,2,3,4,19
8,8,64,64,0,0,2,2,2,2,4,4,25
5,5,448,448,0,0,5,5,5,5,0,1,0
5,5,448,448,0,0,5,5,5,5,1,1,36
6,6,384,384,0,0,6,6,6,6,0,1,0
6,6,384,384,0,0,6,6,6,6,1,1,41
3,3,160,160,0,0,3,3,3,3,0,1,0
3,3,160,160,0,0,3,3,3,3,1,1,7
32,32,32,32,0,0,2,2,2,2,1,16,12
32,32,32,32,0,0,2,2,2,2,3,16,36
32,32,32,32,0,0,2,2,2,2,4,16,49
32,32,32,32,0,0,2,2,2,2,6,16,72
32,32,32,32,0,0,2,2,2,2,8,16,96
32,32,32,32,0,0,2,2,2,2,9,16,109
32,32,32,32,0,0,2,2,2,2,11,16,132
32,32,32,32,0,0,2,2,2,2,12,16,145
32,32,32,32,0,0,2,2,2,2,14,16,168
32,32,32,32,0,0,2,2,2,2,16,16,193
16,16,32,32,0,0,2,2,2,2,0,8,0
16,16,32,32,0,0,2,2,2,2,1,8,6
16,16,32,32,0,0,2,2,2,2,2,8,12
16,16,32,32,0,0,2,2,2,2,3,8,19
16,16,32,32,0,0,2,2,2,2,4,8,24
16,16,32,32,0,0,2,2,2,2,4,8,24
16,16,32,32,0,0,2,2,2,2,5,8,31
16,16,32,32,0,0,2,2,2,2,6,8,37
16,16,32,32,0,0,2,2,2,2,7,8,42
16,16,32,32,0,0,2,2,2,2,8,8,49
8,8,64,64,0,0,2,2,2,2,0,4,0
8,8,64,64,0,0,2,2,2,2,1,4,6
8,8,64,64,0,0,2,2,2,2,1,4,7
8,8,64,64,0,0,2,2,2,2,2,4,12
8,8,64,64,0,0,2,2,2,2,2,4,13
8,8,64,64,0,0,2,2,2,2,2,4,13
8,8,64,64,0,0,2,2,2,2,3,4,18
8,8,64,64,0,0,2,2,2,2,3,4,19
8,8,64,64,0,0,2,2,2,2,4,4,25
5,5,448,448,0,0,5,5,5,5,0,1,0
5,5,448,448,0,0,5,5,5,5,1,1,36
6,6,384,384,0,0,6,6,6,6,0,1,0
6,6,384,384,0,0,6,6,6,6,1,1,41
3,3,160,160,0,0,3,3,3,3,0,1,0
3,3,160,160,0,0,3,3,3,3,1,1,7
32,32,32,32,0,0,2,2,2,2,1,16,12
32,32,32,32,0,0,2,2,2,2,3,16,36
32,32,32,32,0,0,2,2,2,2,4,16,48
32,32,32,32,0,0,2,2,2,2,6,16,72
32,32,32,32,0,0,2,2,2,2,8,16,97
32,32,32,32,0,0,2,2,2,2,9,16,108
32,32,32,32,0,0,2,2,2,2,11,16,133
32,32,32,32,0,0,2,2,2,2,12,16,144
32,32,32,32,0,0,2,2,2,2,14,16,169
32,32,32,32,0,0,2,2,2,2,16,16,192
16,16,32,32,0,0,2,2,2,2,0,8,0
16,16,32,32,0,0,2,2,2,2,1,8,7
16,16,32,32,0,0,2,2,2,2,2,8,12
16,16,32,32,0,0,2,2,2,2,3,8,18
16,16,32,32,0,0,2,2,2,2,4,8,25
16,16,32,32,0,0,2,2,2,2,4,8,24
16,16,32,32,0,0,2,2,2,2,5,8,31
16,16,32,32,0,0,2,2,2,2,6,8,36
16,16,32,32,0,0,2,2,2,2,7,8,43
16,16,32,32,0,0,2,2,2,2,8,8,49
8,8,64,64,0,0,2,2,2,2,0,4,0
8,8,64,64,0,0,2,2,2,2,1,4,6
8,8,64,64,0,0,2,2,2,2,1,4,6
8,8,64,64,0,0,2,2,2,2,2,4,13
8,8,64,64,0,0,2,2,2,2,2,4,13
8,8,64,64,0,0,2,2,2,2,2,4,12
8,8,64,64,0,0,2,2,2,2,3,4,19
8,8,64,64,0,0,2,2,2,2,3,4,19
8,8,64,64,0,0,2,2,2,2,4,4,25
5,5,448,448,0,0,5,5,5,5,0,1,0
5,5,448,448,0,0,5,5,5,5,1,1,36
6,6,384,384,0,0,6,6,6,6,0,1,0
6,6,384,384,0,0,6,6,6,6,1,1,40
3,3,160,160,0,0,3,3,3,3,0,1,0
3,3,160,160,0,0,3,3,3,3,1,1,6
