IH,IW,IC,OC,PH,PW,KH,KW,SH,SW,OH,OW,T
72,72,16,0,0,0,1,1,1,1,72,72,203
72,72,16,1,0,0,1,1,1,1,72,72,0
72,72,16,2,0,0,1,1,1,1,72,72,302
72,72,16,3,0,0,1,1,1,1,72,72,0
72,72,16,4,0,0,1,1,1,1,72,72,383
72,72,16,4,0,0,1,1,1,1,72,72,384
72,72,16,5,0,0,1,1,1,1,72,72,0
72,72,16,6,0,0,1,1,1,1,72,72,461
72,72,16,7,0,0,1,1,1,1,72,72,0
72,72,16,8,0,0,1,1,1,1,72,72,541
72,72,8,4,0,0,1,1,1,1,72,72,254
72,72,8,9,0,0,1,1,1,1,72,72,0
72,72,8,14,0,0,1,1,1,1,72,72,524
72,72,8,19,0,0,1,1,1,1,72,72,0
72,72,8,24,0,0,1,1,1,1,72,72,794
72,72,8,28,0,0,1,1,1,1,72,72,903
72,72,8,33,0,0,1,1,1,1,72,72,0
72,72,8,38,0,0,1,1,1,1,72,72,1174
72,72,8,43,0,0,1,1,1,1,72,72,0
72,72,8,48,0,0,1,1,1,1,72,72,1445
36,36,48,0,0,0,1,1,1,1,36,36,131
36,36,48,1,0,0,1,1,1,1,36,36,0
36,36,48,2,0,0,1,1,1,1,36,36,181
36,36,48,3,0,0,1,1,1,1,36,36,0
36,36,48,4,0,0,1,1,1,1,36,36,227
36,36,48,4,0,0,1,1,1,1,36,36,227
36,36,48,5,0,0,1,1,1,1,36,36,0
36,36,48,6,0,0,1,1,1,1,36,36,272
36,36,48,7,0,0,1,1,1,1,36,36,0
36,36,48,8,0,0,1,1,1,1,36,36,317
36,36,8,4,0,0,1,1,1,1,36,36,63
36,36,8,9,0,0,1,1,1,1,36,36,0
36,36,8,14,0,0,1,1,1,1,36,36,131
36,36,8,19,0,0,1,1,1,1,36,36,0
36,36,8,24,0,0,1,1,1,1,36,36,199
36,36,8,28,0,0,1,1,1,1,36,36,226
36,36,8,33,0,0,1,1,1,1,36,36,0
36,36,8,38,0,0,1,1,1,1,36,36,293
36,36,8,43,0,0,1,1,1,1,36,36,0
36,36,8,48,0,0,1,1,1,1,36,36,361
18,18,48,1,0,0,1,1,1,1,18,18,0
18,18,48,3,0,0,1,1,1,1,18,18,0
18,18,48,4,0,0,1,1,1,1,18,18,56
18,18,48,6,0,0,1,1,1,1,18,18,68
18,18,48,8,0,0,1,1,1,1,18,18,79
18,18,48,9,0,0,1,1,1,1,18,18,0
18,18,48,11,0,0,1,1,1,1,18,18,0
18,18,48,12,0,0,1,1,1,1,18,18,102
18,18,48,14,0,0,1,1,1,1,18,18,114
18,18,48,16,0,0,1,1,1,1,18,18,124
18,18,16,9,0,0,1,1,1,1,18,18,0
18,18,16,19,0,0,1,1,1,1,18,18,0
18,18,16,28,0,0,1,1,1,1,18,18,83
18,18,16,38,0,0,1,1,1,1,18,18,108
18,18,16,48,0,0,1,1,1,1,18,18,133
18,18,16,57,0,0,1,1,1,1,18,18,0
18,18,16,67,0,0,1,1,1,1,18,18,0
18,18,16,76,0,0,1,1,1,1,18,18,202
18,18,16,86,0,0,1,1,1,1,18,18,226
18,18,16,96,0,0,1,1,1,1,18,18,252
18,18,96,1,0,0,1,1,1,1,18,18,0
18,18,96,3,0,0,1,1,1,1,18,18,0
18,18,96,4,0,0,1,1,1,1,18,18,106
18,18,96,6,0,0,1,1,1,1,18,18,127
18,18,96,8,0,0,1,1,1,1,18,18,148
18,18,96,9,0,0,1,1,1,1,18,18,0
18,18,96,11,0,0,1,1,1,1,18,18,0
18,18,96,12,0,0,1,1,1,1,18,18,190
18,18,96,14,0,0,1,1,1,1,18,18,211
18,18,96,16,0,0,1,1,1,1,18,18,232
9,9,96,2,0,0,1,1,1,1,9,9,21
9,9,96,4,0,0,1,1,1,1,9,9,26
9,9,96,7,0,0,1,1,1,1,9,9,0
9,9,96,9,0,0,1,1,1,1,9,9,0
9,9,96,12,0,0,1,1,1,1,9,9,47
9,9,96,14,0,0,1,1,1,1,9,9,53
9,9,96,16,0,0,1,1,1,1,9,9,58
9,9,96,19,0,0,1,1,1,1,9,9,0
9,9,96,21,0,0,1,1,1,1,9,9,0
9,9,96,24,0,0,1,1,1,1,9,9,79
9,9,24,14,0,0,1,1,1,1,9,9,16
9,9,24,28,0,0,1,1,1,1,9,9,27
9,9,24,43,0,0,1,1,1,1,9,9,0
