IH,IW,IC,OC,PH,PW,KH,KW,SH,SW,OH,OW,T
32,32,3,3,0,0,2,2,2,2,16,16,11
32,32,6,6,0,0,2,2,2,2,16,16,23
32,32,9,9,0,0,2,2,2,2,16,16,34
32,32,12,12,0,0,2,2,2,2,16,16,46
32,32,16,16,0,0,2,2,2,2,16,16,61
32,32,19,19,0,0,2,2,2,2,16,16,72
32,32,22,22,0,0,2,2,2,2,16,16,84
32,32,25,25,0,0,2,2,2,2,16,16,95
32,32,28,28,0,0,2,2,2,2,16,16,107
32,32,32,32,0,0,2,2,2,2,16,16,122
16,16,3,3,0,0,2,2,2,2,8,8,3
16,16,6,6,0,0,2,2,2,2,8,8,6
16,16,9,9,0,0,2,2,2,2,8,8,9
16,16,12,12,0,0,2,2,2,2,8,8,11
16,16,16,16,0,0,2,2,2,2,8,8,16
16,16,19,19,0,0,2,2,2,2,8,8,18
16,16,22,22,0,0,2,2,2,2,8,8,21
16,16,25,25,0,0,2,2,2,2,8,8,24
16,16,28,28,0,0,2,2,2,2,8,8,27
16,16,32,32,0,0,2,2,2,2,8,8,31
8,8,6,6,0,0,2,2,2,2,4,4,2
8,8,12,12,0,0,2,2,2,2,4,4,3
8,8,19,19,0,0,2,2,2,2,4,4,5
8,8,25,25,0,0,2,2,2,2,4,4,7
8,8,32,32,0,0,2,2,2,2,4,4,8
8,8,38,38,0,0,2,2,2,2,4,4,10
8,8,44,44,0,0,2,2,2,2,4,4,12
8,8,51,51,0,0,2,2,2,2,4,4,13
8,8,57,57,0,0,2,2,2,2,4,4,14
8,8,64,64,0,0,2,2,2,2,4,4,16
5,5,44,44,0,0,5,5,5,5,1,1,2
5,5,89,89,0,0,5,5,5,5,1,1,4
5,5,134,134,0,0,5,5,5,5,1,1,6
5,5,179,179,0,0,5,5,5,5,1,1,9
5,5,224,224,0,0,5,5,5,5,1,1,11
5,5,268,268,0,0,5,5,5,5,1,1,13
5,5,313,313,0,0,5,5,5,5,1,1,16
5,5,358,358,0,0,5,5,5,5,1,1,17
5,5,403,403,0,0,5,5,5,5,1,1,20
5,5,448,448,0,0,5,5,5,5,1,1,22
6,6,38,38,0,0,6,6,6,6,1,1,3
6,6,76,76,0,0,6,6,6,6,1,1,5
6,6,115,115,0,0,6,6,6,6,1,1,7
6,6,153,153,0,0,6,6,6,6,1,1,10
6,6,192,192,0,0,6,6,6,6,1,1,12
6,6,230,230,0,0,6,6,6,6,1,1,14
6,6,268,268,0,0,6,6,6,6,1,1,17
6,6,307,307,0,0,6,6,6,6,1,1,19
6,6,345,345,0,0,6,6,6,6,1,1,22
6,6,384,384,0,0,6,6,6,6,1,1,24
3,3,16,16,0,0,3,3,3,3,1,1,1
3,3,32,32,0,0,3,3,3,3,1,1,1
3,3,48,48,0,0,3,3,3,3,1,1,1
3,3,64,64,0,0,3,3,3,3,1,1,2
3,3,80,80,0,0,3,3,3,3,1,1,3
3,3,96,96,0,0,3,3,3,3,1,1,3
3,3,112,112,0,0,3,3,3,3,1,1,3
3,3,128,128,0,0,3,3,3,3,1,1,3
3,3,144,144,0,0,3,3,3,3,1,1,4
3,3,160,160,0,0,3,3,3,3,1,1,4
32,32,3,3,0,0,2,2,2,2,16,16,12
32,32,6,6,0,0,2,2,2,2,16,16,23
32,32,9,9,0,0,2,2,2,2,16,16,34
32,32,12,12,0,0,2,2,2,2,16,16,46
32,32,16,16,0,0,2,2,2,2,16,16,61
32,32,19,19,0,0,2,2,2,2,16,16,73
32,32,22,22,0,0,2,2,2,2,16,16,84
32,32,25,25,0,0,2,2,2,2,16,16,96
32,32,28,28,0,0,2,2,2,2,16,16,107
32,32,32,32,0,0,2,2,2,2,16,16,122
16,16,3,3,0,0,2,2,2,2,8,8,3
16,16,6,6,0,0,2,2,2,2,8,8,6
16,16,9,9,0,0,2,2,2,2,8,8,8
16,16,12,12,0,0,2,2,2,2,8,8,12
16,16,16,16,0,0,2,2,2,2,8,8,15
16,16,19,19,0,0,2,2,2,2,8,8,18
16,16,22,22,0,0,2,2,2,2,8,8,22
16,16,25,25,0,0,2,2,2,2,8,8,24
16,16,28,28,0,0,2,2,2,2,8,8,27
16,16,32,32,0,0,2,2,2,2,8,8,31
8,8,6,6,0,0,2,2,2,2,4,4,1
8,8,12,12,0,0,2,2,2,2,4,4,3
8,8,19,19,0,0,2,2,2,2,4,4,5
8,8,25,25,0,0,2,2,2,2,4,4,6
8,8,32,32,0,0,2,2,2,2,4,4,8
8,8,38,38,0,0,2,2,2,2,4,4,10
8,8,44,44,0,0,2,2,2,2,4,4,11
8,8,51,51,0,0,2,2,2,2,4,4,12
8,8,57,57,0,0,2,2,2,2,4,4,15
8,8,64,64,0,0,2,2,2,2,4,4,16
5,5,44,44,0,0,5,5,5,5,1,1,2
5,5,89,89,0,0,5,5,5,5,1,1,4
5,5,134,134,0,0,5,5,5,5,1,1,7
5,5,179,179,0,0,5,5,5,5,1,1,8
5,5,224,224,0,0,5,5,5,5,1,1,11
5,5,268,268,0,0,5,5,5,5,1,1,14
5,5,313,313,0,0,5,5,5,5,1,1,15
5,5,358,358,0,0,5,5,5,5,1,1,18
5,5,403,403,0,0,5,5,5,5,1,1,20
5,5,448,448,0,0,5,5,5,5,1,1,23
6,6,38,38,0,0,6,6,6,6,1,1,2
6,6,76,76,0,0,6,6,6,6,1,1,4
6,6,115,115,0,0,6,6,6,6,1,1,7
6,6,153,153,0,0,6,6,6,6,1,1,10
6,6,192,192,0,0,6,6,6,6,1,1,12
6,6,230,230,0,0,6,6,6,6,1,1,14
6,6,268,268,0,0,6,6,6,6,1,1,17
6,6,307,307,0,0,6,6,6,6,1,1,20
6,6,345,345,0,0,6,6,6,6,1,1,22
6,6,384,384,0,0,6,6,6,6,1,1,24
3,3,16,16,0,0,3,3,3,3,1,1,1
3,3,32,32,0,0,3,3,3,3,1,1,0
3,3,48,48,0,0,3,3,3,3,1,1,1
3,3,64,64,0,0,3,3,3,3,1,1,2
3,3,80,80,0,0,3,3,3,3,1,1,2
3,3,96,96,0,0,3,3,3,3,1,1,2
3,3,112,112,0,0,3,3,3,3,1,1,3
3,3,128,128,0,0,3,3,3,3,1,1,3
3,3,144,144,0,0,3,3,3,3,1,1,4
3,3,160,160,0,0,3,3,3,3,1,1,5
